上牌时间,表显里程,上牌地,迁入地为准,变速箱,排量,登记证为准,看车地址,年检到期,交强险,商业险到期,car_title,car_prices,car_newprices,car_url
2016-05,2.27万公里,徐州,国五,手动,1.6,0次过户,云龙,2020-5,2019-5,已过期,标致308 2014款 乐享版 经典 1.6L 手动优尚型,¥5.22 万,新车指导价11.50万(含税),https://www.guazi.com/xuzhou/ada84c04b13c5e50x.htm
2012-01,7.38万公里,徐州,国四,自动,2.7,0次过户,鼓楼,2019-1,2019-1,2019-1,雷克萨斯RX经典 2011款 270 典雅版,¥21.28 万,新车指导价57.90万(含税),https://www.guazi.com/xuzhou/eccbf8c46f936751x.htm
2011-10,12.26万公里,徐州,国四,手动,1.6,0次过户,睢宁,2019-10,2019-10,已过期,现代 悦动 2011款 1.6L 手动舒适型,¥3.30 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/637488ed32fc5009x.htm
2013-03,6.1万公里,徐州,国四,自动,1.6,0次过户,云龙,2019-3,2019-3,已过期,别克 英朗 2012款 XT 1.6L 自动时尚版,¥6.04 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/ace823e1b7713219x.htm
2015-11,4.8万公里,阜阳,国五,自动,1.5,0次过户,云龙,2019-11,2019-11,已过期,哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,¥7.38 万,新车指导价14.80万(含税),https://www.guazi.com/xuzhou/a28c15c08e0c63d7x.htm
2016-05,4.19万公里,徐州,国五,自动,1.4,2次过户,云龙,2020-5,2019-6,已过期,大众 高尔夫 2015款 1.4TSI 自动舒适型,¥10.50 万,新车指导价16.80万(含税),https://www.guazi.com/xuzhou/a549d5523ff9214cx.htm
2016-03,4.39万公里,徐州,国四,手动,1.4,0次过户,鼓楼,2020-3,2019-2,2019-2,起亚K2 2015款 两厢 1.4L MT GLS炫酷版,¥4.39 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/a89a4ab3e97e4236x.htm
2014-10,4.92万公里,徐州,国五,自动,2.0,0次过户,云龙,2020-10,2019-10,已过期,别克 君威 2014款 2.0L 精英时尚型,¥9.64 万,新车指导价21.00万(含税),https://www.guazi.com/xuzhou/de41d2aa7b76fbfcx.htm
2016-10,5.14万公里,徐州,国五,手动,1.5,0次过户,云龙,2020-10,2019-10,已过期,哈弗H6 2016款 升级版 1.5T 手动两驱精英型,¥6.12 万,新车指导价11.10万(含税),https://www.guazi.com/xuzhou/9e27b0b9900be71ax.htm
2013-04,9.4万公里,徐州,国四,手动,1.5,1次过户,鼓楼,2019-4,2019-5,2019-12,哈弗H6 2013款 升级版 1.5T 手动两驱精英型,¥4.27 万,新车指导价12.60万(含税),https://www.guazi.com/xuzhou/ef7820e98a1753fex.htm
2012-02,12.74万公里,徐州,国四,手动,1.2,0次过户,贾汪,2019-2,2019-2,2019-2,雪佛兰 赛欧 2013款 三厢 1.2L 手动幸福版,¥1.78 万,新车指导价7.30万(含税),https://www.guazi.com/xuzhou/0cf25201b7c5de18x.htm
2011-11,5.77万公里,徐州,国四,手动,1.5,0次过户,云龙,2019-11,2019-11,2019-11,长城C30 2010款 1.5L 手动豪华型,¥1.80 万,新车指导价7.20万(含税),https://www.guazi.com/xuzhou/fa058127a18cd22ex.htm
2016-06,1.59万公里,徐州,国五,自动,1.4,0次过户,云龙,2020-6,2019-6,已过期,大众 朗行 2015款 230TSI DSG舒适版,¥9.53 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/02666c7fdf5a7de5x.htm
2013-01,7.64万公里,徐州,国四,自动,2.4,1次过户,云龙,2019-1,2019-1,已过期,本田 歌诗图 2012款 2.4L 尊享版,¥11.94 万,新车指导价31.10万(含税),https://www.guazi.com/xuzhou/6a3553247a2cc937x.htm
2013-11,7.41万公里,徐州,国五,手动,1.6,0次过户,云龙,2019-11,2019-1,已过期,福特 福克斯 2012款 三厢 1.6L 手动舒适型,¥4.96 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/877ee8875c0d6201x.htm
2016-05,2.32万公里,徐州,国五,手动,1.6,0次过户,云龙,2020-5,2019-5,已过期,长安CS35 2016款 1.6L 手动豪华型 国V,¥5.06 万,新车指导价9.10万(含税),https://www.guazi.com/xuzhou/9c5ebc445a967111x.htm
2012-02,11.84万公里,徐州,国四,自动,2.8,3次过户,云龙,2019-2,2019-2,已过期,奥迪A6L 2011款 2.8 FSI 豪华型,¥13.64 万,新车指导价67.70万(含税),https://www.guazi.com/xuzhou/9213a23697be2e34x.htm
2016-01,9.71万公里,遂宁,国五,手动,1.6,0次过户,沛县,2020-1,2019-1,2019-1,大众 捷达 2015款 质惠版 1.6L 手动时尚型,¥4.56 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/ba80276d2983c6fcx.htm
2017-10,1.18万公里,徐州,国五,手动,1.6,0次过户,云龙,2019-10,2019-10,已过期,大众 宝来 2017款 1.6L 手动舒适型,¥8.31 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/3ba701ec842a59dex.htm
2016-08,3.16万公里,扬州,国五,自动,1.6,0次过户,云龙,2020-8,2019-7,已过期,宝马3系 2016款 316Li 时尚型,¥19.40 万,新车指导价33.60万(含税),https://www.guazi.com/xuzhou/74972afe421b87e0x.htm
2017-04,2.4万公里,徐州,国五,手动,1.4,0次过户,云龙,2019-4,2019-4,已过期,东风风神AX5 2017款 1.4T 手动趣尚型,¥4.98 万,新车指导价9.70万(含税),https://www.guazi.com/xuzhou/7849f84d587152f0x.htm
2016-05,7.53万公里,徐州,国五,自动,1.8,0次过户,云龙,2020-5,2019-4,已过期,大众 途观 2016款 300TSI 自动两驱风尚版,¥14.28 万,新车指导价23.00万(含税),https://www.guazi.com/xuzhou/cc9f1f2d1b96592fx.htm
2013-07,6.71万公里,徐州,国四,自动,2.4,0次过户,云龙,2019-7,2019-7,已过期,别克 君越 2012款 2.4L SIDI雅致版,¥9.39 万,新车指导价25.60万(含税),https://www.guazi.com/xuzhou/b64583815eb81001x.htm
2017-11,1.97万公里,徐州,国五,自动,2.4,0次过户,云龙,2019-11,2019-10,已过期,本田 奥德赛 2017款 2.4L 豪华版,¥21.35 万,新车指导价27.10万(含税),https://www.guazi.com/xuzhou/7fbb63e88ad023f2x.htm
2015-09,13.44万公里,徐州,国五,自动,1.4,0次过户,泉山,2019-9,2019-9,已过期,大众 高尔夫 2015款 1.4TSI 自动舒适型,¥8.40 万,新车指导价16.80万(含税),https://www.guazi.com/xuzhou/9a3425e8113aea19x.htm
2014-09,4.72万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2019-9,2019-9,2019-9,本田 飞度 2014款 1.5L LX 手动舒适型,¥4.80 万,新车指导价8.00万(含税),https://www.guazi.com/xuzhou/d62e1aeea311c473x.htm
2013-01,7.86万公里,徐州,国四,手动,1.6,0次过户,丰县,2019-1,2019-1,已过期,福特 福克斯 2012款 三厢 1.6L 手动风尚型,¥4.60 万,新车指导价14.40万(含税),https://www.guazi.com/xuzhou/3840d0d7a314b9fcx.htm
2016-11,4.26万公里,徐州,国五,手动,2.0,0次过户,睢宁,2020-11,2019-11,2019-11,众泰T600 2015款 家用版 2.0T 手动精英型,¥5.20 万,新车指导价9.70万(含税),https://www.guazi.com/xuzhou/81af1fbd619ca54dx.htm
2013-03,3.79万公里,徐州,国四,手动,1.4,0次过户,新沂,2019-3,2019-3,已过期,大众POLO 2013款 1.4L 手动风尚版,¥4.00 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/02abb9674521d44dx.htm
2018-01,1.14万公里,徐州,国五,自动,2.0,0次过户,云龙,2020-1,2019-12,已过期,哈弗H7 2016款 蓝标H7 2.0T 自动豪华型,¥11.99 万,新车指导价17.30万(含税),https://www.guazi.com/xuzhou/31f77969c7222f6ax.htm
2017-01,0.73万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2019-1,2019-1,2019-1,现代 途胜 2015款 1.6T 双离合两驱智能型,¥12.99 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/a8f1cd49451a787fx.htm
2011-10,5.82万公里,徐州,国四,自动,2.0,2次过户,云龙,2019-10,2019-10,已过期,起亚K5 2011款 2.0L 自动DLX,¥7.59 万,新车指导价20.50万(含税),https://www.guazi.com/xuzhou/9b1c46ebe9ce3af6x.htm
2017-12,1.03万公里,徐州,国五,自动,1.5,1次过户,云龙,2019-12,2018-12,已过期,传祺GA6 2016款 235T 自动豪华版,¥8.79 万,新车指导价14.80万(含税),https://www.guazi.com/xuzhou/c02173e0430830edx.htm
2013-03,3.3万公里,徐州,国四,自动,2.0,0次过户,云龙,2019-3,2019-3,已过期,别克 君威 2012款 2.0L 豪华版,¥9.51 万,新车指导价22.10万(含税),https://www.guazi.com/xuzhou/2dfcbd04eefb437ax.htm
2014-12,3.27万公里,徐州,国四,手动,1.6,0次过户,铜山,2018-12,2018-12,2018-12,海马福美来 2015款 1.6L 手动智尚型,¥3.80 万,新车指导价9.60万(含税),https://www.guazi.com/xuzhou/9112cd8aa3014929x.htm
2014-05,6.05万公里,徐州,国四,自动,1.6,2次过户,鼓楼,2020-5,2019-10,已过期,别克 英朗 2013款 GT 1.6L 自动时尚版,¥5.50 万,新车指导价16.60万(含税),https://www.guazi.com/xuzhou/69fd59ba27adfe66x.htm
2017-12,1.12万公里,徐州,国五,手动,1.5,1次过户,云龙,2019-12,2019-3,2019-3,东风小康 东风风光330 2018款 1.5L 330S精典型DK15,¥2.90 万,新车指导价5.00万(含税),https://www.guazi.com/xuzhou/07509b2a99ff672ex.htm
2018-01,1.97万公里,徐州,国五,自动,1.4,0次过户,云龙,2020-1,2019-1,已过期,奥迪Q3 2018款 30周年年型 30 TFSI 时尚型,¥18.88 万,新车指导价28.80万(含税),https://www.guazi.com/xuzhou/2af8eaa3f3228470x.htm
2014-10,5.48万公里,徐州,国四,手动,1.4,0次过户,云龙,2018-10,2018-10,2018-10,菲亚特致悦 2014款 1.4T 手动时尚版,¥4.40 万,新车指导价10.90万(含税),https://www.guazi.com/xuzhou/6554798346a7ed85x.htm
2016-04,4.22万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2020-4,2019-3,2019-3,斯柯达 昕动 2014款 1.6L 手动悦享版,¥4.90 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/70f52dc0065b043ax.htm
2017-09,2.36万公里,徐州,国五,自动,1.4,0次过户,云龙,2019-9,2019-9,已过期,大众 帕萨特 2016款 280TSI DSG尊荣版,¥14.73 万,新车指导价23.00万(含税),https://www.guazi.com/xuzhou/ff7339b0a2cd9430x.htm
2014-05,3.24万公里,徐州,国四,自动,1.5,0次过户,云龙,2020-5,2019-4,已过期,别克 凯越 2013款 1.5L 自动经典型,¥4.30 万,新车指导价11.10万(含税),https://www.guazi.com/xuzhou/5fde065b1283122ax.htm
2012-07,9.09万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-7,2019-7,已过期,长安 逸动 2012款 1.6L 手动豪华型 国IV,¥3.00 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/b7ea62cd3a9cd24fx.htm
2014-09,3.3万公里,徐州,国四,自动,2.0,0次过户,邳州,2020-9,2019-9,2019-9,别克 君威 2014款 2.0L 领先时尚型,¥8.74 万,新车指导价19.40万(含税),https://www.guazi.com/xuzhou/652b770cd4b3b699x.htm
2010-12,8.57万公里,徐州,国四,自动,1.4,0次过户,新沂,2019-12,2019-12,已过期,大众 宝来 2011款 1.4T AT Sportline,¥5.00 万,新车指导价15.90万(含税),https://www.guazi.com/xuzhou/b1b2d63dc03a88d8x.htm
2012-07,1.85万公里,徐州,国四,自动,2.0,0次过户,云龙,2019-7,2019-7,已过期,起亚K5 2011款 2.0L 自动GL,¥7.00 万,新车指导价19.00万(含税),https://www.guazi.com/xuzhou/1c59e2bec4f8b31fx.htm
2012-10,13.09万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-10,2019-10,2019-10,奔腾B50 2012款 1.6L 手动天窗型,¥2.66 万,新车指导价10.50万(含税),https://www.guazi.com/xuzhou/15ceff87cd557c88x.htm
2017-10,0.39万公里,徐州,国五,自动,1.6,0次过户,云龙,2019-10,2019-10,已过期,奔驰GLA级 2017款 GLA 200 时尚型,¥23.50 万,新车指导价31.60万(含税),https://www.guazi.com/xuzhou/d940f9ae2097d1c6x.htm
2014-04,7.22万公里,徐州,国四,自动,1.4,1次过户,邳州,2020-4,2018-4,已过期,大众朗逸 2013款 1.4TSI DSG豪华导航版,¥8.10 万,新车指导价18.10万(含税),https://www.guazi.com/xuzhou/a78a4ec834cc6b18x.htm
2015-11,5.03万公里,徐州,国四,手动,1.5,0次过户,新沂,2019-11,2019-11,已过期,比亚迪 速锐 2015款 1.5L 手动豪华型,¥4.00 万,新车指导价8.30万(含税),https://www.guazi.com/xuzhou/048e080de4e2e115x.htm
2015-02,4.31万公里,徐州,国五,手动,1.5,0次过户,丰县,2019-2,2019-2,2019-2,吉利 帝豪 2014款 三厢 1.5L 手动精英型,¥3.97 万,新车指导价8.30万(含税),https://www.guazi.com/xuzhou/50d34e332bd28b86x.htm
2011-04,11.9万公里,徐州,国四,自动,2.0,0次过户,新沂,2019-4,2019-3,已过期,现代ix35 2010款 2.0L 自动两驱精英版GLS,¥6.50 万,新车指导价21.30万(含税),https://www.guazi.com/xuzhou/e66de7b3e3154a9ex.htm
2011-12,6.02万公里,徐州,国四,手动,1.4,0次过户,沛县,2018-12,2019-1,2019-1,雪佛兰 爱唯欧 2011款 三厢 1.4L MT SE,¥2.47 万,新车指导价9.50万(含税),https://www.guazi.com/xuzhou/6f93b0b07d608b0ax.htm
2015-07,4.8万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-7,2019-7,2019-7,奇瑞 艾瑞泽7 2013款 1.6L 手动致领版,¥3.50 万,新车指导价9.00万(含税),https://www.guazi.com/xuzhou/ffe159031305d96cx.htm
2014-01,4.64万公里,徐州,国五,自动,2.0,0次过户,云龙,2020-1,2019-1,已过期,福特 蒙迪欧 2013款 2.0L GTDi200时尚型,¥12.10 万,新车指导价22.00万(含税),https://www.guazi.com/xuzhou/8168cc874059cbe3x.htm
2018-01,1.02万公里,徐州,国五,手动,2.0,0次过户,云龙,2020-1,已过期,已过期,吉利 博越 2016款 2.0L 手动智尚型,¥8.00 万,新车指导价11.80万(含税),https://www.guazi.com/xuzhou/a29251783238455dx.htm
2013-05,4.12万公里,徐州,国五,自动,2.0,0次过户,睢宁,2019-5,2019-5,2019-5,别克 君威 2012款 2.0L 舒适版,¥7.90 万,新车指导价20.20万(含税),https://www.guazi.com/xuzhou/9aa6374255461423x.htm
2017-01,2.75万公里,徐州,国五,自动,1.5,0次过户,云龙,2021-1,2019-10,已过期,别克 君越 2016款 20T 精英型,¥15.52 万,新车指导价26.00万(含税),https://www.guazi.com/xuzhou/3dbbd89e903b069fx.htm
2012-11,7.02万公里,徐州,国四,自动,1.4,1次过户,睢宁,2018-11,2018-10,2018-10,大众 途安 2013款 1.4T 自动舒适版5座,¥6.46 万,新车指导价19.70万(含税),https://www.guazi.com/xuzhou/b00646d003352e6dx.htm
2015-08,5.1万公里,徐州,国五,自动,1.5,1次过户,云龙,2019-8,2019-8,已过期,福特 福克斯 2015款 两厢 EcoBoost 180 自动精英型,¥7.63 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/e15852b5a3d04fbbx.htm
2018-08,0.48万公里,徐州,国五,手动,1.6,0次过户,云龙,2020-8,2019-8,已过期,日产 轩逸 2018款 经典 1.6XE 手动舒适版,¥7.21 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/8226ae2d8ab47714x.htm
2009-05,5.08万公里,徐州,国四,自动,1.6,1次过户,云龙,2019-5,2019-5,2019-5,标致307 2008款 两厢 1.6L 自动精致版,¥2.40 万,新车指导价13.50万(含税),https://www.guazi.com/xuzhou/bd06b612c714bf8ax.htm
2017-01,3.57万公里,徐州,国五,自动,2.0,0次过户,云龙,2019-1,2019-1,已过期,凯迪拉克ATS-L 2016款 28T 时尚型,¥18.29 万,新车指导价34.60万(含税),https://www.guazi.com/xuzhou/7116afd5e4c6b05ex.htm
2017-10,10.48万公里,徐州,国五,自动,1.8,0次过户,云龙,2019-10,2019-9,已过期,丰田 雷凌 2017款 改款双擎 1.8H GS CVT精英天窗版,¥12.13 万,新车指导价15.40万(含税),https://www.guazi.com/xuzhou/9eeed0206d39132fx.htm
2016-04,3.45万公里,徐州,国五,自动,1.8,0次过户,云龙,2020-6,2019-4,2019-4,吉利 博越 2016款 1.8TD 自动智尊型,¥9.27 万,新车指导价16.20万(含税),https://www.guazi.com/xuzhou/8f7d81987d1924b1x.htm
2017-03,3.23万公里,徐州,国五,自动,2.0,0次过户,云龙,2019-3,2019-3,已过期,凯迪拉克XT5 2016款 28T 四驱豪华型,¥27.20 万,新车指导价45.60万(含税),https://www.guazi.com/xuzhou/72f2f46325fccdcax.htm
2016-03,2.54万公里,徐州,国四,手动,1.5,0次过户,新沂,2020-3,2019-3,已过期,众泰T600 2015款 1.5T 手动豪华型,¥5.41 万,新车指导价9.40万(含税),https://www.guazi.com/xuzhou/191b78cc7eb3fd22x.htm
2011-01,16.29万公里,徐州,国四,自动,1.8,0次过户,鼓楼,2019-1,2019-2,2019-2,大众 途观 2010款 1.8TSI 自动四驱菁英版,¥9.50 万,新车指导价29.00万(含税),https://www.guazi.com/xuzhou/7da5b45e017fab38x.htm
2017-09,1.95万公里,徐州,国五,自动,2.0,0次过户,云龙,2019-9,2019-9,2019-9,起亚K5 2016款 2.0L 自动GL,¥10.50 万,新车指导价17.30万(含税),https://www.guazi.com/xuzhou/583cb139ed753e94x.htm
2015-07,5.21万公里,徐州,国五,手动,1.5,0次过户,睢宁,2019-7,2019-7,已过期,荣威350 2014款 1.5L 手动迅捷版,¥3.90 万,新车指导价9.80万(含税),https://www.guazi.com/xuzhou/1e0d0b5a9c951c44x.htm
2014-06,3.63万公里,徐州,国四,手动,1.5,0次过户,贾汪,2020-6,2019-6,2019-6,别克 凯越 2013款 1.5L 手动经典型,¥4.00 万,新车指导价10.50万(含税),https://www.guazi.com/xuzhou/f429cf200bc64bffx.htm
2015-03,2.74万公里,徐州,国四,手动,1.6,0次过户,泉山,2019-3,2019-3,2019-3,传祺GA3S视界 2014款 1.6L 手动精英版,¥3.50 万,新车指导价7.60万(含税),https://www.guazi.com/xuzhou/0b086304c61fd53ax.htm
2015-03,3.71万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2019-3,2019-2,2019-2,哈弗H6 2014款 运动版 1.5T 手动两驱精英型,¥5.80 万,新车指导价14.00万(含税),https://www.guazi.com/xuzhou/e406192196d23057x.htm
2015-03,4.88万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-3,2019-3,2019-3,福特 福克斯 2012款 两厢 1.6L 手动风尚型,¥6.10 万,新车指导价14.40万(含税),https://www.guazi.com/xuzhou/1db243a10fcd39b9x.htm
2016-08,2.66万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2020-8,2019-9,2019-9,福特 福克斯 2015款 两厢 1.6L 自动舒适型,¥6.90 万,新车指导价13.50万(含税),https://www.guazi.com/xuzhou/0ef2f26699516501x.htm
2016-09,2.99万公里,石家庄,国五,自动,1.8,0次过户,丰县,2018-9,2018-8,2018-8,大众 途观 2016款 300TSI 自动四驱豪华版,¥19.00 万,新车指导价30.00万(含税),https://www.guazi.com/xuzhou/ae88988004126cc6x.htm
2015-07,8.16万公里,徐州,国四,手动,1.5,0次过户,沛县,2019-7,2019-8,已过期,众泰T600 2015款 1.5T 手动精英型,¥4.20 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/8316c1eb6839d8f7x.htm
2016-01,3.78万公里,徐州,国四,手动,1.5,0次过户,新沂,2020-1,2018-12,2018-12,众泰 大迈X5 2015款 1.5T 手动豪华型 国IV,¥3.80 万,新车指导价8.60万(含税),https://www.guazi.com/xuzhou/3626514cf160ab63x.htm
2015-02,9.22万公里,徐州,国四,自动,1.6,0次过户,邳州,2019-2,2019-2,已过期,标致301 2014款 1.6L 自动舒适版,¥4.70 万,新车指导价10.30万(含税),https://www.guazi.com/xuzhou/16851d58a9f7f8c1x.htm
2014-08,7.38万公里,徐州,国四,自动,1.8,0次过户,泉山,2020-8,2019-1,已过期,长安CS75 2014款 1.8T 自动尊贵型 国IV,¥6.40 万,新车指导价15.60万(含税),https://www.guazi.com/xuzhou/402f3cf98a529e9bx.htm
2015-11,7.71万公里,徐州,国四,手动,1.6,0次过户,邳州,2019-11,2018-11,已过期,日产 轩逸 2012款 经典 1.6XE 手动舒适版,¥5.05 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/a61a34aa6b6912d7x.htm
2017-05,0.45万公里,徐州,国五,自动,1.3,0次过户,云龙,2019-5,2019-5,2019-5,吉利 远景X1 2017款 1.3L 自动玩家版,¥4.34 万,新车指导价6.30万(含税),https://www.guazi.com/xuzhou/662896e96683bc29x.htm
2011-01,14.73万公里,徐州,国四,自动,1.4,0次过户,鼓楼,2019-1,2019-1,2019-1,大众 朗逸 2011款 1.4TSI DSG品雅版,¥5.10 万,新车指导价15.90万(含税),https://www.guazi.com/xuzhou/0b2d2c3be860cd5fx.htm
2017-05,4.77万公里,徐州,国五,自动,2.0,0次过户,云龙,2019-5,2019-5,已过期,凯迪拉克ATS-L 2017款 28T 技术型,¥17.59 万,新车指导价32.40万(含税),https://www.guazi.com/xuzhou/e3efb249cba1320ex.htm
2014-12,4.05万公里,徐州,国四,自动,1.5,0次过户,云龙,2020-2,2019-12,已过期,马自达 昂克赛拉 2014款 三厢 1.5L 自动豪华型,¥8.68 万,新车指导价15.10万(含税),https://www.guazi.com/xuzhou/69abe282a7d9e0d1x.htm
2010-11,7.65万公里,徐州,国四,手动,1.2,0次过户,鼓楼,2018-11,2018-11,2018-11,雪佛兰 赛欧 2010款 三厢 1.2L 手动理想版,¥1.71 万,新车指导价6.70万(含税),https://www.guazi.com/xuzhou/4cc0e00925d85bdbx.htm
2016-10,1.27万公里,徐州,国五,手动,1.5,0次过户,云龙,2020-10,2019-10,已过期,江淮 瑞风S3 2017款 1.5L 手动豪华智能型,¥4.32 万,新车指导价7.40万(含税),https://www.guazi.com/xuzhou/a29ccd008497a4b2x.htm
2015-01,5.21万公里,徐州,国四,手动,1.4,0次过户,泉山,2019-1,2020-1,2020-1,现代 瑞纳 2014款 1.4L 手动智能型GLS,¥4.20 万,新车指导价8.60万(含税),https://www.guazi.com/xuzhou/89e559c76460805dx.htm
2016-02,4.85万公里,徐州,国五,自动,1.5,0次过户,新沂,2020-2,2019-2,已过期,哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,¥7.30 万,新车指导价14.80万(含税),https://www.guazi.com/xuzhou/1abf12ad1e452572x.htm
2013-01,2.23万公里,徐州,国四,自动,1.6,0次过户,邳州,2019-1,2019-1,已过期,大众 朗逸 2013款 1.6L 自动舒适版,¥7.10 万,新车指导价15.00万(含税),https://www.guazi.com/xuzhou/510c1c3e9231f262x.htm
